id;name;created_by;created_date;last_modified_by;last_modified_date
7440201;Địa chất học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440212;Bản đồ học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440217;Địa lý tự nhiênkỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440221;Khí tượng và khí hậu học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440224;Thuỷ văn học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440228;Hải dương học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74403;Khoa học môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7440301;Khoa học môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74490;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
746;Toán và thống kê;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74601;Toán học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460101;Toán học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460107;Khoa học tính toán;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460112;Toán ứng dụng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460115;Toán cơ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460117;Toán tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74602;Thống kê;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7460201;Thống kê;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74690;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
748;Máy tính và công nghệ thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74801;Máy tính;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480101;Khoa học máy tính;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480102;Mạng máy tính và truyền thông dữ liệu;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480103;Kỹ thuật phần mềm;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480104;Hệ thống thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480106;Kỹ thuật máy tính;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480108;Công nghệ kỹ thuật máy tính;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74802;Công nghệ thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480201;Công nghệ thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7480202;An toàn thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
74890;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
751;Công nghệ kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75101;Công nghệ kỹ thuật kiến trúc và công trình xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510101;Công nghệ kỹ thuật kiến trúc ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510102;Công nghệ kỹ thuật công trình xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510103;Công nghệ kỹ thuật xây dựng ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510104;Công nghệ kỹ thuật giao thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510105;Công nghệ kỹ thuật vật liệu xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75102;Công nghệ kỹ thuật cơ khí;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510201;Công nghệ kỹ thuật cơ khí;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510202;Công nghệ chế tạo máy;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510203;Công nghệ kỹ thuật cơ điện tử;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510205;Công nghệ kỹ thuật ô tô;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510206;Công nghệ kỹ thuật nhiệt;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510207;Công nghệ kỹ thuật tàu thủy;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510211;Bảo dưỡng công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75103;Công nghệ kỹ thuật điện - điện tử và viễn thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510301;Công nghệ kỹ thuật điện - điện tử;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510302;Công nghệ kỹ thuật điện tử - viễn thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510303;Công nghệ kỹ thuật điều khiển và tự động hóa;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75104;Công nghệ hoá học - vật liệu - luyện kim và môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510401;Công nghệ kỹ thuật hoá học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510402;Công nghệ vật liệu;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510406;Công nghệ kỹ thuật môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510407;Công nghệ kỹ thuật hạt nhân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75106;Quản lý công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510601;Quản lý công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510604;Kinh tế công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510605;Logistics và Quản lý chuỗi cung ứng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75107;Công nghệ dầu khí và khai thác ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510701;Công nghệ dầu khí và khai thác dầu;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75108;Công nghệ kỹ thuật in;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7510801;Công nghệ kỹ thuật in;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75190;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
752;Kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75201;Kỹ thuật cơ khí và cơ kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520101;Cơ kỹ thuật ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520103;Kỹ thuật cơ khí;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520114;Kỹ thuật cơ điện tử;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520115;Kỹ thuật nhiệt;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520116;Kỹ thuật cơ khí động lực;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520117;Kỹ thuật công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520118;Kỹ thuật hệ thống công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520120;Kỹ thuật hàng không;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520121;Kỹ thuật không gian;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520122;Kỹ thuật tàu thuỷ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520130;Kỹ thuật ô tô;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520137;Kỹ thuật in;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75202;Kỹ thuật điện - điện tử và viễn thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520201;Kỹ thuật điện;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520204;Kỹ thuật ra đa- dẫn đường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520205;Kỹ thuật thuỷ âm;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520207;Kỹ thuật điện tử -  viễn thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520212;Kỹ thuật y sinh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520216;Kỹ thuật điều khiển và tự động hoá;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75203;Kỹ thuật hoá học - vật liệu - luyện kim và môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520301;Kỹ thuật hoá học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520309;Kỹ thuật vật liệu ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520310;Kỹ thuật vật liệu kim loại;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520312;Kỹ thuật dệt;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520320;Kỹ thuật môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75204;Vật lý kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520401;Vật lý kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520402;Kỹ thuật hạt nhân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75205;Kỹ thuật địa chất - địa vật lý và trắc địa;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520501;Kỹ thuật địa chất;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520502;Kỹ thuật địa vật lý;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520503;Kỹ thuật trắc địa - bản đồ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75206;Kỹ thuật mỏ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520601;Kỹ thuật mỏ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520602;Kỹ thuật thăm dò và khảo sát;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520604;Kỹ thuật dầu khí;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7520607;Kỹ thuật tuyển khoáng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75290;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7529001;Kỹ thuật biển;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
754;Sản xuất và chế biến;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75401;Chế biến lương thực - thực phẩm và đồ uống;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540101;Công nghệ thực phẩm;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540102;Kỹ thuật thực phẩm;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540104;Công nghệ sau thu hoạch;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540105;Công nghệ chế biến thuỷ sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540106;Đảm bảo chất lượng và an toàn thực phẩm;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75402;Sản xuất - chế biến sợi - vải - giày - da;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540202;Công nghệ sợi - dệt;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540203;Công nghệ vật liệu dệt - may;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540204;Công nghệ dệt - may ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7540206;Công nghệ da giày ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75490;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7549001;Công nghệ chế biến lâm sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
758;Kiến trúc và xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75801;Kiến trúc và quy hoạch;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580101;Kiến trúc;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580102;Kiến trúc cảnh quan;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580103;Kiến trúc nội thất;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580104;Kiến trúc đô thị;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580105;Quy hoạch vùng và đô thị;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580106;Quản lý đô thị và công trình;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580108;Thiết kế nội thất;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580111;Bảo tồn di sản kiến trúc - đô thị;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580112;Đô thị học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75802;Xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580201;Kỹ thuật xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580202;Kỹ thuật xây dựng công trình thuỷ ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580203;Kỹ thuật xây dựng công trình biển;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580205;Kỹ thuật xây dựng công trình giao thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580210;Kỹ thuật cơ sở hạ tầng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580211;Địa kỹ thuật xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580212;Kỹ thuật tài nguyên nước;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580213;Kỹ thuật cấp thoát nước ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75803;Quản lý xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580301;Kinh tế xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7580302;Quản lý xây dựng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
75890;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
762;Nông - lâm nghiệp và thuỷ sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76201;Nông nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620101;Nông nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620102;Khuyến nông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620103;Khoa học đất;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620105;Chăn nuôi;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620109;Nông học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620110;Khoa học cây trồng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620112;Bảo vệ thực vật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620113;Công nghệ rau hoa quả và cảnh quan;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620114;Kinh doanh nông nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620115;Kinh tế nông nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620116;Phát triển nông thôn;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76202;Lâm nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620201;Lâm học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620202;Lâm nghiệp đô thị;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620205;Lâm sinh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620211;Quản lý tài nguyên rừng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76203;Thuỷ sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620301;Nuôi trồng thuỷ sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620302;Bệnh học thủy sản ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620303;Khoa học thủy sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620304;Khai thác thuỷ sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7620305;Quản lý thủy sản;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76290;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
764;Thú y;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76401;Thú y;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7640101;Thú y;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
76490;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
772;Sức khoẻ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77201;Y học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720101;Y khoa;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720110;Y học dự phòng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720115;Y học cổ truyền;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77202;Dược học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720201;Dược học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720203;Hoá dược;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77203;Điều dưỡng - hộ sinh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720301;Điều dưỡng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720302;Hộ sinh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77204;Dinh dưỡng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720401;Dinh dưỡng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77205;Răng - Hàm - Mặt (Nha khoa);ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720501;Răng - Hàm - Mặt;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720502;Kỹ thuật phục hình răng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77206;Kỹ thuật Y học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720601;Kỹ thuật xét nghiệm y học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720602;Kỹ thuật hình ảnh y học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720603;Kỹ thuật phục hồi chức năng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77207;Y tế công cộng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720701;Y tế công cộng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77208;Quản lý Y tế;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720801;Tổ chức và quản lý y tế;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7720802;Quản lý bệnh viện;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77290;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7729001;Y sinh học thể dục thể thao;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
776;Dịch vụ xã hội;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77601;Công tác xã hội;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7760101;Công tác xã hội;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7760102;Công tác thanh thiếu niên;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
8760103;Hỗ trợ giáo dục người khuyết tật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
77690;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
781;Du lịch - khách sạn - thể thao và dịch vụ cá nhân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78101;Du lịch;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7810101;Du lịch;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7810103;Quản trị dịch vụ du lịch và lữ hành;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78102;Khách sạn - nhà hàng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7810201;Quản trị khách sạn;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7810202;Quản trị nhà hàng và dịch vụ ăn uống;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78103;Thể dục - thể thao;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
